Date,Lat,Long,confirmed,cured,dead
2020/1/25,-22.3285,24.6849,0,0,0
2020/1/26,-22.3285,24.6849,0,0,0
2020/1/27,-22.3285,24.6849,0,0,0
2020/1/28,-22.3285,24.6849,0,0,0
2020/1/29,-22.3285,24.6849,0,0,0
2020/1/30,-22.3285,24.6849,0,0,0
2020/1/31,-22.3285,24.6849,0,0,0
2020/2/1,-22.3285,24.6849,0,0,0
2020/2/2,-22.3285,24.6849,0,0,0
2020/2/3,-22.3285,24.6849,0,0,0
2020/2/4,-22.3285,24.6849,0,0,0
2020/2/5,-22.3285,24.6849,0,0,0
2020/2/6,-22.3285,24.6849,0,0,0
2020/2/7,-22.3285,24.6849,0,0,0
2020/2/8,-22.3285,24.6849,0,0,0
2020/2/9,-22.3285,24.6849,0,0,0
2020/2/10,-22.3285,24.6849,0,0,0
2020/2/11,-22.3285,24.6849,0,0,0
2020/2/12,-22.3285,24.6849,0,0,0
2020/2/13,-22.3285,24.6849,0,0,0
2020/2/14,-22.3285,24.6849,0,0,0
2020/2/15,-22.3285,24.6849,0,0,0
2020/2/16,-22.3285,24.6849,0,0,0
2020/2/17,-22.3285,24.6849,0,0,0
2020/2/18,-22.3285,24.6849,0,0,0
2020/2/19,-22.3285,24.6849,0,0,0
2020/2/20,-22.3285,24.6849,0,0,0
2020/2/21,-22.3285,24.6849,0,0,0
2020/2/22,-22.3285,24.6849,0,0,0
2020/2/23,-22.3285,24.6849,0,0,0
2020/2/24,-22.3285,24.6849,0,0,0
2020/2/25,-22.3285,24.6849,0,0,0
2020/2/26,-22.3285,24.6849,0,0,0
2020/2/27,-22.3285,24.6849,0,0,0
2020/2/28,-22.3285,24.6849,0,0,0
2020/2/29,-22.3285,24.6849,0,0,0
2020/3/1,-22.3285,24.6849,0,0,0
2020/3/2,-22.3285,24.6849,0,0,0
2020/3/3,-22.3285,24.6849,0,0,0
2020/3/4,-22.3285,24.6849,0,0,0
2020/3/5,-22.3285,24.6849,0,0,0
2020/3/6,-22.3285,24.6849,0,0,0
2020/3/7,-22.3285,24.6849,0,0,0
2020/3/8,-22.3285,24.6849,0,0,0
2020/3/9,-22.3285,24.6849,0,0,0
2020/3/10,-22.3285,24.6849,0,0,0
2020/3/11,-22.3285,24.6849,0,0,0
2020/3/12,-22.3285,24.6849,0,0,0
2020/3/13,-22.3285,24.6849,0,0,0
2020/3/14,-22.3285,24.6849,0,0,0
2020/3/15,-22.3285,24.6849,0,0,0
2020/3/16,-22.3285,24.6849,0,0,0
2020/3/17,-22.3285,24.6849,0,0,0
2020/3/18,-22.3285,24.6849,0,0,0
2020/3/19,-22.3285,24.6849,0,0,0
2020/3/20,-22.3285,24.6849,0,0,0
2020/3/21,-22.3285,24.6849,0,0,0
2020/3/22,-22.3285,24.6849,0,0,0
2020/3/23,-22.3285,24.6849,0,0,0
2020/3/24,-22.3285,24.6849,0,0,0
2020/3/25,-22.3285,24.6849,0,0,0
2020/3/26,-22.3285,24.6849,0,0,0
2020/3/27,-22.3285,24.6849,0,0,0
2020/3/28,-22.3285,24.6849,0,0,0
2020/3/29,-22.3285,24.6849,0,0,0
2020/3/30,-22.3285,24.6849,3,0,0
2020/3/31,-22.3285,24.6849,4,0,1
2020/4/1,-22.3285,24.6849,4,0,1
2020/4/2,-22.3285,24.6849,4,0,1
2020/4/3,-22.3285,24.6849,4,0,1
2020/4/4,-22.3285,24.6849,4,0,1
2020/4/5,-22.3285,24.6849,6,0,1
2020/4/6,-22.3285,24.6849,6,0,1
2020/4/7,-22.3285,24.6849,6,0,1
2020/4/8,-22.3285,24.6849,6,0,1
2020/4/9,-22.3285,24.6849,13,0,1
2020/4/10,-22.3285,24.6849,13,0,1
2020/4/11,-22.3285,24.6849,13,0,1
2020/4/12,-22.3285,24.6849,13,0,1
2020/4/13,-22.3285,24.6849,13,0,1
2020/4/14,-22.3285,24.6849,13,0,1
2020/4/15,-22.3285,24.6849,13,0,1
2020/4/16,-22.3285,24.6849,15,0,1
2020/4/17,-22.3285,24.6849,15,0,1
2020/4/18,-22.3285,24.6849,15,0,1
2020/1/22,-14.235,-51.9253,0,0,0
2020/1/23,-14.235,-51.9253,0,0,0
2020/1/24,-14.235,-51.9253,0,0,0
2020/1/25,-14.235,-51.9253,0,0,0
2020/1/26,-14.235,-51.9253,0,0,0
2020/1/27,-14.235,-51.9253,0,0,0
2020/1/28,-14.235,-51.9253,0,0,0
2020/1/29,-14.235,-51.9253,0,0,0
2020/1/30,-14.235,-51.9253,0,0,0
2020/1/31,-14.235,-51.9253,0,0,0
2020/2/1,-14.235,-51.9253,0,0,0
2020/2/2,-14.235,-51.9253,0,0,0
2020/2/3,-14.235,-51.9253,0,0,0
2020/2/4,-14.235,-51.9253,0,0,0
2020/2/5,-14.235,-51.9253,0,0,0
2020/2/6,-14.235,-51.9253,0,0,0
2020/2/7,-14.235,-51.9253,0,0,0
2020/2/8,-14.235,-51.9253,0,0,0
2020/2/9,-14.235,-51.9253,0,0,0
2020/2/10,-14.235,-51.9253,0,0,0
2020/2/11,-14.235,-51.9253,0,0,0
2020/2/12,-14.235,-51.9253,0,0,0
2020/2/13,-14.235,-51.9253,0,0,0
2020/2/14,-14.235,-51.9253,0,0,0
2020/2/15,-14.235,-51.9253,0,0,0
2020/2/16,-14.235,-51.9253,0,0,0
2020/2/17,-14.235,-51.9253,0,0,0
2020/2/18,-14.235,-51.9253,0,0,0
2020/2/19,-14.235,-51.9253,0,0,0
2020/2/20,-14.235,-51.9253,0,0,0
2020/2/21,-14.235,-51.9253,0,0,0
2020/2/22,-14.235,-51.9253,0,0,0
2020/2/23,-14.235,-51.9253,0,0,0
2020/2/24,-14.235,-51.9253,0,0,0
2020/2/25,-14.235,-51.9253,0,0,0
2020/2/26,-14.235,-51.9253,1,0,0
2020/2/27,-14.235,-51.9253,1,0,0
2020/2/28,-14.235,-51.9253,1,0,0
2020/2/29,-14.235,-51.9253,2,0,0
2020/3/1,-14.235,-51.9253,2,0,0
2020/3/2,-14.235,-51.9253,2,0,0
2020/3/3,-14.235,-51.9253,2,0,0
2020/3/4,-14.235,-51.9253,4,0,0
2020/3/5,-14.235,-51.9253,4,0,0
2020/3/6,-14.235,-51.9253,13,0,0
2020/3/7,-14.235,-51.9253,13,0,0
2020/3/8,-14.235,-51.9253,20,0,0
2020/3/9,-14.235,-51.9253,25,0,0
2020/3/10,-14.235,-51.9253,31,0,0
2020/3/11,-14.235,-51.9253,38,0,0
2020/3/12,-14.235,-51.9253,52,0,0
2020/3/13,-14.235,-51.9253,151,0,0
2020/3/14,-14.235,-51.9253,151,0,0
2020/3/15,-14.235,-51.9253,162,0,0
2020/3/16,-14.235,-51.9253,200,1,0
2020/3/17,-14.235,-51.9253,321,2,1
2020/3/18,-14.235,-51.9253,372,2,3
2020/3/19,-14.235,-51.9253,621,2,6
2020/3/20,-14.235,-51.9253,793,2,11
2020/3/21,-14.235,-51.9253,1021,2,15
2020/3/22,-14.235,-51.9253,1546,2,25
2020/3/23,-14.235,-51.9253,1924,2,34
2020/3/24,-14.235,-51.9253,2247,2,46
2020/3/25,-14.235,-51.9253,2554,2,59
2020/3/26,-14.235,-51.9253,2985,6,77
2020/3/27,-14.235,-51.9253,3417,6,92
2020/3/28,-14.235,-51.9253,3904,6,111
2020/3/29,-14.235,-51.9253,4256,6,136
2020/3/30,-14.235,-51.9253,4579,120,159
2020/3/31,-14.235,-51.9253,5717,127,201
2020/4/1,-14.235,-51.9253,6836,127,240
2020/4/2,-14.235,-51.9253,8044,127,324
2020/4/3,-14.235,-51.9253,9056,127,359
2020/4/4,-14.235,-51.9253,10360,127,445
2020/4/5,-14.235,-51.9253,11130,127,486
2020/4/6,-14.235,-51.9253,12161,127,564
2020/4/7,-14.235,-51.9253,14034,127,686
2020/4/8,-14.235,-51.9253,16170,127,819
2020/4/9,-14.235,-51.9253,18092,173,950
2020/4/10,-14.235,-51.9253,19638,173,1057
2020/4/11,-14.235,-51.9253,20727,173,1124
2020/4/12,-14.235,-51.9253,22192,173,1223
2020/4/13,-14.235,-51.9253,23430,173,1328
2020/4/14,-14.235,-51.9253,25262,3046,1532
2020/4/15,-14.235,-51.9253,28320,14026,1736
2020/4/16,-14.235,-51.9253,30425,14026,1924
2020/4/17,-14.235,-51.9253,33682,14026,2141
2020/4/18,-14.235,-51.9253,36658,14026,2354
2020/1/22,4.5353,114.7277,0,0,0
2020/1/23,4.5353,114.7277,0,0,0
2020/1/24,4.5353,114.7277,0,0,0
2020/1/25,4.5353,114.7277,0,0,0
2020/1/26,4.5353,114.7277,0,0,0
2020/1/27,4.5353,114.7277,0,0,0
2020/1/28,4.5353,114.7277,0,0,0
2020/1/29,4.5353,114.7277,0,0,0
2020/1/30,4.5353,114.7277,0,0,0
2020/1/31,4.5353,114.7277,0,0,0
2020/2/1,4.5353,114.7277,0,0,0
2020/2/2,4.5353,114.7277,0,0,0
2020/2/3,4.5353,114.7277,0,0,0
2020/2/4,4.5353,114.7277,0,0,0
2020/2/5,4.5353,114.7277,0,0,0
2020/2/6,4.5353,114.7277,0,0,0
2020/2/7,4.5353,114.7277,0,0,0
2020/2/8,4.5353,114.7277,0,0,0
2020/2/9,4.5353,114.7277,0,0,0
2020/2/10,4.5353,114.7277,0,0,0
2020/2/11,4.5353,114.7277,0,0,0
2020/2/12,4.5353,114.7277,0,0,0
2020/2/13,4.5353,114.7277,0,0,0
2020/2/14,4.5353,114.7277,0,0,0
2020/2/15,4.5353,114.7277,0,0,0
2020/2/16,4.5353,114.7277,0,0,0
2020/2/17,4.5353,114.7277,0,0,0
2020/2/18,4.5353,114.7277,0,0,0
2020/2/19,4.5353,114.7277,0,0,0
2020/2/20,4.5353,114.7277,0,0,0
2020/2/21,4.5353,114.7277,0,0,0
2020/2/22,4.5353,114.7277,0,0,0
2020/2/23,4.5353,114.7277,0,0,0
2020/2/24,4.5353,114.7277,0,0,0
2020/2/25,4.5353,114.7277,0,0,0
2020/2/26,4.5353,114.7277,0,0,0
2020/2/27,4.5353,114.7277,0,0,0
2020/2/28,4.5353,114.7277,0,0,0
2020/2/29,4.5353,114.7277,0,0,0
2020/3/1,4.5353,114.7277,0,0,0
2020/3/2,4.5353,114.7277,0,0,0
2020/3/3,4.5353,114.7277,0,0,0
2020/3/4,4.5353,114.7277,0,0,0
2020/3/5,4.5353,114.7277,0,0,0
2020/3/6,4.5353,114.7277,0,0,0
2020/3/7,4.5353,114.7277,0,0,0
2020/3/8,4.5353,114.7277,0,0,0
2020/3/9,4.5353,114.7277,1,0,0
2020/3/10,4.5353,114.7277,1,0,0
2020/3/11,4.5353,114.7277,11,0,0
2020/3/12,4.5353,114.7277,11,0,0
2020/3/13,4.5353,114.7277,37,0,0
2020/3/14,4.5353,114.7277,40,0,0
2020/3/15,4.5353,114.7277,50,0,0
2020/3/16,4.5353,114.7277,54,0,0
2020/3/17,4.5353,114.7277,56,0,0
2020/3/18,4.5353,114.7277,68,0,0
2020/3/19,4.5353,114.7277,75,0,0
2020/3/20,4.5353,114.7277,78,1,0
2020/3/21,4.5353,114.7277,83,2,0
2020/3/22,4.5353,114.7277,88,2,0
2020/3/23,4.5353,114.7277,91,2,0
2020/3/24,4.5353,114.7277,104,2,0
2020/3/25,4.5353,114.7277,109,2,0
2020/3/26,4.5353,114.7277,114,5,0
2020/3/27,4.5353,114.7277,115,11,0
2020/3/28,4.5353,114.7277,120,25,1
2020/3/29,4.5353,114.7277,126,34,1
2020/3/30,4.5353,114.7277,127,38,1
2020/3/31,4.5353,114.7277,129,45,1
2020/4/1,4.5353,114.7277,131,52,1
2020/4/2,4.5353,114.7277,133,56,1
2020/4/3,4.5353,114.7277,134,65,1
2020/4/4,4.5353,114.7277,135,66,1
2020/4/5,4.5353,114.7277,135,73,1
2020/4/6,4.5353,114.7277,135,82,1
2020/4/7,4.5353,114.7277,135,85,1
2020/4/8,4.5353,114.7277,135,91,1
2020/4/9,4.5353,114.7277,135,92,1
2020/4/10,4.5353,114.7277,136,99,1
2020/4/11,4.5353,114.7277,136,104,1
2020/4/12,4.5353,114.7277,136,106,1
2020/4/13,4.5353,114.7277,136,107,1
2020/4/14,4.5353,114.7277,136,107,1
2020/4/15,4.5353,114.7277,136,108,1
2020/4/16,4.5353,114.7277,136,108,1
2020/4/17,4.5353,114.7277,136,112,1
2020/4/18,4.5353,114.7277,137,113,1
2020/1/22,42.7339,25.4858,0,0,0
2020/1/23,42.7339,25.4858,0,0,0
2020/1/24,42.7339,25.4858,0,0,0
2020/1/25,42.7339,25.4858,0,0,0
2020/1/26,42.7339,25.4858,0,0,0
2020/1/27,42.7339,25.4858,0,0,0
2020/1/28,42.7339,25.4858,0,0,0
2020/1/29,42.7339,25.4858,0,0,0
2020/1/30,42.7339,25.4858,0,0,0
2020/1/31,42.7339,25.4858,0,0,0
2020/2/1,42.7339,25.4858,0,0,0
2020/2/2,42.7339,25.4858,0,0,0
2020/2/3,42.7339,25.4858,0,0,0
2020/2/4,42.7339,25.4858,0,0,0
2020/2/5,42.7339,25.4858,0,0,0
2020/2/6,42.7339,25.4858,0,0,0
2020/2/7,42.7339,25.4858,0,0,0
2020/2/8,42.7339,25.4858,0,0,0
2020/2/9,42.7339,25.4858,0,0,0
2020/2/10,42.7339,25.4858,0,0,0
2020/2/11,42.7339,25.4858,0,0,0
2020/2/12,42.7339,25.4858,0,0,0
2020/2/13,42.7339,25.4858,0,0,0
2020/2/14,42.7339,25.4858,0,0,0
2020/2/15,42.7339,25.4858,0,0,0
2020/2/16,42.7339,25.4858,0,0,0
2020/2/17,42.7339,25.4858,0,0,0
2020/2/18,42.7339,25.4858,0,0,0
2020/2/19,42.7339,25.4858,0,0,0
2020/2/20,42.7339,25.4858,0,0,0
2020/2/21,42.7339,25.4858,0,0,0
2020/2/22,42.7339,25.4858,0,0,0
2020/2/23,42.7339,25.4858,0,0,0
2020/2/24,42.7339,25.4858,0,0,0
2020/2/25,42.7339,25.4858,0,0,0
2020/2/26,42.7339,25.4858,0,0,0
2020/2/27,42.7339,25.4858,0,0,0
2020/2/28,42.7339,25.4858,0,0,0
2020/2/29,42.7339,25.4858,0,0,0
2020/3/1,42.7339,25.4858,0,0,0
2020/3/2,42.7339,25.4858,0,0,0
2020/3/3,42.7339,25.4858,0,0,0
2020/3/4,42.7339,25.4858,0,0,0
2020/3/5,42.7339,25.4858,0,0,0
2020/3/6,42.7339,25.4858,0,0,0
2020/3/7,42.7339,25.4858,0,0,0
2020/3/8,42.7339,25.4858,4,0,0
2020/3/9,42.7339,25.4858,4,0,0
2020/3/10,42.7339,25.4858,4,0,0
2020/3/11,42.7339,25.4858,7,0,1
2020/3/12,42.7339,25.4858,7,0,1
2020/3/13,42.7339,25.4858,23,0,1
2020/3/14,42.7339,25.4858,41,0,2
2020/3/15,42.7339,25.4858,51,0,2
2020/3/16,42.7339,25.4858,52,0,2
2020/3/17,42.7339,25.4858,67,0,2
2020/3/18,42.7339,25.4858,92,0,2
2020/3/19,42.7339,25.4858,94,0,3
2020/3/20,42.7339,25.4858,127,0,3
2020/3/21,42.7339,25.4858,163,3,3
2020/3/22,42.7339,25.4858,187,3,3
2020/3/23,42.7339,25.4858,201,3,3
2020/3/24,42.7339,25.4858,218,3,3
2020/3/25,42.7339,25.4858,242,4,3
2020/3/26,42.7339,25.4858,264,8,3
2020/3/27,42.7339,25.4858,293,9,3
2020/3/28,42.7339,25.4858,331,11,7
2020/3/29,42.7339,25.4858,346,14,8
2020/3/30,42.7339,25.4858,359,17,8
2020/3/31,42.7339,25.4858,399,17,8
2020/4/1,42.7339,25.4858,422,20,10
2020/4/2,42.7339,25.4858,457,25,10
2020/4/3,42.7339,25.4858,485,30,14
2020/4/4,42.7339,25.4858,503,34,17
2020/4/5,42.7339,25.4858,531,37,20
2020/4/6,42.7339,25.4858,549,39,22
2020/4/7,42.7339,25.4858,577,42,23
2020/4/8,42.7339,25.4858,593,42,24
2020/4/9,42.7339,25.4858,618,48,24
2020/4/10,42.7339,25.4858,635,54,25
2020/4/11,42.7339,25.4858,661,62,28
2020/4/12,42.7339,25.4858,675,68,29
2020/4/13,42.7339,25.4858,685,71,32
2020/4/14,42.7339,25.4858,713,81,35
2020/4/15,42.7339,25.4858,747,105,36
2020/4/16,42.7339,25.4858,800,122,38
2020/4/17,42.7339,25.4858,846,141,41
2020/4/18,42.7339,25.4858,878,153,41
2020/1/22,12.2383,-1.5616,0,0,0
2020/1/23,12.2383,-1.5616,0,0,0
2020/1/24,12.2383,-1.5616,0,0,0
2020/1/25,12.2383,-1.5616,0,0,0
2020/1/26,12.2383,-1.5616,0,0,0
2020/1/27,12.2383,-1.5616,0,0,0
2020/1/28,12.2383,-1.5616,0,0,0
2020/1/29,12.2383,-1.5616,0,0,0
2020/1/30,12.2383,-1.5616,0,0,0
2020/1/31,12.2383,-1.5616,0,0,0
2020/2/1,12.2383,-1.5616,0,0,0
2020/2/2,12.2383,-1.5616,0,0,0
2020/2/3,12.2383,-1.5616,0,0,0
2020/2/4,12.2383,-1.5616,0,0,0
2020/2/5,12.2383,-1.5616,0,0,0
2020/2/6,12.2383,-1.5616,0,0,0
2020/2/7,12.2383,-1.5616,0,0,0
2020/2/8,12.2383,-1.5616,0,0,0
2020/2/9,12.2383,-1.5616,0,0,0
2020/2/10,12.2383,-1.5616,0,0,0
2020/2/11,12.2383,-1.5616,0,0,0
2020/2/12,12.2383,-1.5616,0,0,0
2020/2/13,12.2383,-1.5616,0,0,0
2020/2/14,12.2383,-1.5616,0,0,0
2020/2/15,12.2383,-1.5616,0,0,0
2020/2/16,12.2383,-1.5616,0,0,0
2020/2/17,12.2383,-1.5616,0,0,0
2020/2/18,12.2383,-1.5616,0,0,0
2020/2/19,12.2383,-1.5616,0,0,0
2020/2/20,12.2383,-1.5616,0,0,0
2020/2/21,12.2383,-1.5616,0,0,0
2020/2/22,12.2383,-1.5616,0,0,0
2020/2/23,12.2383,-1.5616,0,0,0
2020/2/24,12.2383,-1.5616,0,0,0
2020/2/25,12.2383,-1.5616,0,0,0
2020/2/26,12.2383,-1.5616,0,0,0
2020/2/27,12.2383,-1.5616,0,0,0
2020/2/28,12.2383,-1.5616,0,0,0
2020/2/29,12.2383,-1.5616,0,0,0
2020/3/1,12.2383,-1.5616,0,0,0
2020/3/2,12.2383,-1.5616,0,0,0
2020/3/3,12.2383,-1.5616,0,0,0
2020/3/4,12.2383,-1.5616,0,0,0
2020/3/5,12.2383,-1.5616,0,0,0
2020/3/6,12.2383,-1.5616,0,0,0
2020/3/7,12.2383,-1.5616,0,0,0
2020/3/8,12.2383,-1.5616,0,0,0
2020/3/9,12.2383,-1.5616,0,0,0
2020/3/10,12.2383,-1.5616,1,0,0
2020/3/11,12.2383,-1.5616,2,0,0
2020/3/12,12.2383,-1.5616,2,0,0
2020/3/13,12.2383,-1.5616,2,0,0
2020/3/14,12.2383,-1.5616,2,0,0
2020/3/15,12.2383,-1.5616,3,0,0
2020/3/16,12.2383,-1.5616,15,0,0
2020/3/17,12.2383,-1.5616,15,0,0
2020/3/18,12.2383,-1.5616,20,0,1
2020/3/19,12.2383,-1.5616,33,0,1
2020/3/20,12.2383,-1.5616,40,0,1
2020/3/21,12.2383,-1.5616,64,5,2
2020/3/22,12.2383,-1.5616,75,5,4
2020/3/23,12.2383,-1.5616,99,5,4
2020/3/24,12.2383,-1.5616,114,7,4
2020/3/25,12.2383,-1.5616,146,10,4
2020/3/26,12.2383,-1.5616,152,10,7
2020/3/27,12.2383,-1.5616,180,12,9
2020/3/28,12.2383,-1.5616,207,21,11
2020/3/29,12.2383,-1.5616,222,23,12
2020/3/30,12.2383,-1.5616,246,31,12
2020/3/31,12.2383,-1.5616,261,32,14
2020/4/1,12.2383,-1.5616,282,46,16
2020/4/2,12.2383,-1.5616,288,50,16
2020/4/3,12.2383,-1.5616,302,50,16
2020/4/4,12.2383,-1.5616,318,66,16
2020/4/5,12.2383,-1.5616,345,90,17
2020/4/6,12.2383,-1.5616,364,108,18
2020/4/7,12.2383,-1.5616,384,127,19
2020/4/8,12.2383,-1.5616,414,134,23
2020/4/9,12.2383,-1.5616,443,146,24
2020/4/10,12.2383,-1.5616,443,146,24
2020/4/11,12.2383,-1.5616,484,155,27
2020/4/12,12.2383,-1.5616,497,161,27
2020/4/13,12.2383,-1.5616,497,161,27
2020/4/14,12.2383,-1.5616,528,177,30
2020/4/15,12.2383,-1.5616,542,226,32
2020/4/16,12.2383,-1.5616,546,257,32
2020/4/17,12.2383,-1.5616,557,294,35
2020/4/18,12.2383,-1.5616,565,321,36
2020/1/22,21.9162,95.956,0,0,0
2020/1/23,21.9162,95.956,0,0,0
2020/1/24,21.9162,95.956,0,0,0
2020/1/25,21.9162,95.956,0,0,0
2020/1/26,21.9162,95.956,0,0,0
2020/1/27,21.9162,95.956,0,0,0
2020/1/28,21.9162,95.956,0,0,0
2020/1/29,21.9162,95.956,0,0,0
2020/1/30,21.9162,95.956,0,0,0
2020/1/31,21.9162,95.956,0,0,0
2020/2/1,21.9162,95.956,0,0,0
2020/2/2,21.9162,95.956,0,0,0
2020/2/3,21.9162,95.956,0,0,0
2020/2/4,21.9162,95.956,0,0,0
2020/2/5,21.9162,95.956,0,0,0
2020/2/6,21.9162,95.956,0,0,0
2020/2/7,21.9162,95.956,0,0,0
2020/2/8,21.9162,95.956,0,0,0
2020/2/9,21.9162,95.956,0,0,0
2020/2/10,21.9162,95.956,0,0,0
2020/2/11,21.9162,95.956,0,0,0
2020/2/12,21.9162,95.956,0,0,0
2020/2/13,21.9162,95.956,0,0,0
2020/2/14,21.9162,95.956,0,0,0
2020/2/15,21.9162,95.956,0,0,0
2020/2/16,21.9162,95.956,0,0,0
2020/2/17,21.9162,95.956,0,0,0
2020/2/18,21.9162,95.956,0,0,0
2020/2/19,21.9162,95.956,0,0,0
2020/2/20,21.9162,95.956,0,0,0
2020/2/21,21.9162,95.956,0,0,0
2020/2/22,21.9162,95.956,0,0,0
2020/2/23,21.9162,95.956,0,0,0
2020/2/24,21.9162,95.956,0,0,0
2020/2/25,21.9162,95.956,0,0,0
2020/2/26,21.9162,95.956,0,0,0
2020/2/27,21.9162,95.956,0,0,0
2020/2/28,21.9162,95.956,0,0,0
2020/2/29,21.9162,95.956,0,0,0
2020/3/1,21.9162,95.956,0,0,0
2020/3/2,21.9162,95.956,0,0,0
2020/3/3,21.9162,95.956,0,0,0
2020/3/4,21.9162,95.956,0,0,0
2020/3/5,21.9162,95.956,0,0,0
2020/3/6,21.9162,95.956,0,0,0
2020/3/7,21.9162,95.956,0,0,0
2020/3/8,21.9162,95.956,0,0,0
2020/3/9,21.9162,95.956,0,0,0
2020/3/10,21.9162,95.956,0,0,0
2020/3/11,21.9162,95.956,0,0,0
2020/3/12,21.9162,95.956,0,0,0
2020/3/13,21.9162,95.956,0,0,0
2020/3/14,21.9162,95.956,0,0,0
2020/3/15,21.9162,95.956,0,0,0
2020/3/16,21.9162,95.956,0,0,0
2020/3/17,21.9162,95.956,0,0,0
2020/3/18,21.9162,95.956,0,0,0
2020/3/19,21.9162,95.956,0,0,0
2020/3/20,21.9162,95.956,0,0,0
2020/3/21,21.9162,95.956,0,0,0
2020/3/22,21.9162,95.956,0,0,0
2020/3/23,21.9162,95.956,0,0,0
2020/3/24,21.9162,95.956,0,0,0
2020/3/25,21.9162,95.956,0,0,0
2020/3/26,21.9162,95.956,0,0,0
2020/3/27,21.9162,95.956,8,0,0
2020/3/28,21.9162,95.956,8,0,0
2020/3/29,21.9162,95.956,10,0,0
2020/3/30,21.9162,95.956,14,0,0
2020/3/31,21.9162,95.956,15,0,1
2020/4/1,21.9162,95.956,15,0,1
2020/4/2,21.9162,95.956,20,0,1
2020/4/3,21.9162,95.956,20,0,1
2020/4/4,21.9162,95.956,21,0,1
2020/4/5,21.9162,95.956,21,0,1
2020/4/6,21.9162,95.956,22,0,1
2020/4/7,21.9162,95.956,22,0,1
2020/4/8,21.9162,95.956,22,0,3
2020/4/9,21.9162,95.956,23,2,3
2020/4/10,21.9162,95.956,27,2,3
2020/4/11,21.9162,95.956,38,2,3
2020/4/12,21.9162,95.956,41,2,4
2020/4/13,21.9162,95.956,62,2,4
2020/4/14,21.9162,95.956,63,2,4
2020/4/15,21.9162,95.956,74,2,4
2020/4/16,21.9162,95.956,85,2,4
2020/4/17,21.9162,95.956,88,5,4
2020/4/18,21.9162,95.956,98,5,5
2020/1/22,-3.3731,29.9189,0,0,0
2020/1/23,-3.3731,29.9189,0,0,0
2020/1/24,-3.3731,29.9189,0,0,0
2020/1/25,-3.3731,29.9189,0,0,0
2020/1/26,-3.3731,29.9189,0,0,0
2020/1/27,-3.3731,29.9189,0,0,0
2020/1/28,-3.3731,29.9189,0,0,0
2020/1/29,-3.3731,29.9189,0,0,0
2020/1/30,-3.3731,29.9189,0,0,0
2020/1/31,-3.3731,29.9189,0,0,0
2020/2/1,-3.3731,29.9189,0,0,0
2020/2/2,-3.3731,29.9189,0,0,0
2020/2/3,-3.3731,29.9189,0,0,0
2020/2/4,-3.3731,29.9189,0,0,0
2020/2/5,-3.3731,29.9189,0,0,0
2020/2/6,-3.3731,29.9189,0,0,0
2020/2/7,-3.3731,29.9189,0,0,0
2020/2/8,-3.3731,29.9189,0,0,0
2020/2/9,-3.3731,29.9189,0,0,0
2020/2/10,-3.3731,29.9189,0,0,0
2020/2/11,-3.3731,29.9189,0,0,0
2020/2/12,-3.3731,29.9189,0,0,0
2020/2/13,-3.3731,29.9189,0,0,0
2020/2/14,-3.3731,29.9189,0,0,0
2020/2/15,-3.3731,29.9189,0,0,0
2020/2/16,-3.3731,29.9189,0,0,0
2020/2/17,-3.3731,29.9189,0,0,0
2020/2/18,-3.3731,29.9189,0,0,0
2020/2/19,-3.3731,29.9189,0,0,0
2020/2/20,-3.3731,29.9189,0,0,0
2020/2/21,-3.3731,29.9189,0,0,0
2020/2/22,-3.3731,29.9189,0,0,0
2020/2/23,-3.3731,29.9189,0,0,0
2020/2/24,-3.3731,29.9189,0,0,0
2020/2/25,-3.3731,29.9189,0,0,0
2020/2/26,-3.3731,29.9189,0,0,0
2020/2/27,-3.3731,29.9189,0,0,0
2020/2/28,-3.3731,29.9189,0,0,0
2020/2/29,-3.3731,29.9189,0,0,0
2020/3/1,-3.3731,29.9189,0,0,0
2020/3/2,-3.3731,29.9189,0,0,0
2020/3/3,-3.3731,29.9189,0,0,0
2020/3/4,-3.3731,29.9189,0,0,0
2020/3/5,-3.3731,29.9189,0,0,0
2020/3/6,-3.3731,29.9189,0,0,0
2020/3/7,-3.3731,29.9189,0,0,0
2020/3/8,-3.3731,29.9189,0,0,0
2020/3/9,-3.3731,29.9189,0,0,0
2020/3/10,-3.3731,29.9189,0,0,0
2020/3/11,-3.3731,29.9189,0,0,0
2020/3/12,-3.3731,29.9189,0,0,0
2020/3/13,-3.3731,29.9189,0,0,0
2020/3/14,-3.3731,29.9189,0,0,0
2020/3/15,-3.3731,29.9189,0,0,0
2020/3/16,-3.3731,29.9189,0,0,0
2020/3/17,-3.3731,29.9189,0,0,0
2020/3/18,-3.3731,29.9189,0,0,0
2020/3/19,-3.3731,29.9189,0,0,0
2020/3/20,-3.3731,29.9189,0,0,0
2020/3/21,-3.3731,29.9189,0,0,0
2020/3/22,-3.3731,29.9189,0,0,0
2020/3/23,-3.3731,29.9189,0,0,0
2020/3/24,-3.3731,29.9189,0,0,0
2020/3/25,-3.3731,29.9189,0,0,0
2020/3/26,-3.3731,29.9189,0,0,0
2020/3/27,-3.3731,29.9189,0,0,0
2020/3/28,-3.3731,29.9189,0,0,0
2020/3/29,-3.3731,29.9189,0,0,0
2020/3/30,-3.3731,29.9189,0,0,0
2020/3/31,-3.3731,29.9189,2,0,0
