date,confirmed,,dead,latitude,longitude
2020/1/30,11,0,0,39.84970093,116.2850037
2020/1/30,2,0,0,39.92110062,116.163002
2020/1/30,26,0,0,39.98360062,116.3010025
2020/1/30,1,0,0,39.93600082,116.0930023
2020/1/30,12,0,0,39.90620041,116.6589966
2020/1/30,2,0,0,40.12779999,116.6419983
2020/1/30,12,0,0,40.221724,116.216456
2020/1/30,16,0,0,39.65279,116.425195
2020/1/30,1,0,0,40.638139,116.593408
2020/1/30,4,0,0,39.1371994,117.1880035
2020/1/30,3,0,0,39.124809,117.202814
2020/1/30,5,0,0,39.126626,117.261693
2020/1/30,3,0,0,39.084494,117.236165
2020/1/30,2,0,0,39.116987,117.162728
2020/1/30,8,0,0,39.173149,117.220297
2020/1/30,2,0,0,39.170621,117.162217
2020/1/30,2,0,0,39.035065,117.126201
2020/1/30,2,0,0,39.010313,117.71682
2020/1/30,11,0,0,38.04299927,114.4889984
2020/1/30,7,0,0,39.6208992,118.1930008
2020/1/30,7,0,0,36.59370041,114.4729996
2020/1/30,7,0,0,37.0666008,114.4950028
2020/1/30,11,0,0,38.85599899,115.5029984
2020/1/30,6,0,0,40.79159927,114.887001
2020/1/30,2,0,0,40.96609879,117.9209976
2020/1/30,18,0,1,38.30929947,116.862999
2020/1/30,9,0,0,39.51929855,116.6930008
2020/1/30,4,0,0,37.72639847,115.7060013
2020/1/30,4,1,0,37.87400055,112.5650024
2020/1/30,5,0,0,40.09320068,113.2969971
2020/1/30,1,0,0,37.86130142,113.5729981
2020/1/30,3,0,0,36.18379974,113.1039963
2020/1/30,3,0,0,39.3083992,112.4219971
2020/1/30,9,0,0,37.693362,112.738514
2020/1/30,8,0,0,35.01459885,110.9940033
2020/1/30,1,0,0,36.07830048,111.5159988
2020/1/30,5,0,0,37.525415,111.1424
2020/1/30,1,0,0,43.468238,114.415868
2020/1/30,2,0,0,40.81579971,111.6650009
2020/1/30,3,0,0,40.66080093,109.7490006
2020/1/30,2,0,0,42.26929855,118.9530029
2020/1/30,1,0,0,43.61119843,122.2610016
2020/1/30,3,0,0,39.81649,109.993706
2020/1/30,2,0,0,49.201636,119.760822
2020/1/30,2,0,0,40.751107,107.3967
2020/1/30,2,0,0,41.001186,113.131419
2020/1/30,1,0,0,46.083757,122.048167
2020/1/30,2,0,0,43.939705,116.02734
2020/1/30,10,0,0,41.78850174,123.4209976
2020/1/30,7,1,0,38.91239929,121.5910034
2020/1/30,3,0,0,41.29040146,123.7649994
2020/1/30,5,0,0,40.13570023,124.3850021
2020/1/30,4,0,0,41.11320114,121.1360016
2020/1/30,1,0,0,40.66899872,122.2279968
2020/1/30,1,0,0,41.26610184,123.1689987
2020/1/30,3,0,0,41.12110138,122.0709992
2020/1/30,2,0,0,42.29579926,123.848999
2020/1/30,5,0,0,41.58039856,120.4520035
2020/1/30,4,0,0,40.75630188,120.8499985
2020/1/30,4,1,0,43.88479996,125.3099976
2020/1/30,3,0,0,43.90810013,126.5670013
2020/1/30,1,0,0,43.16740036,124.3759994
2020/1/30,1,0,0,43.51039886,124.802002
2020/1/30,1,0,0,41.72380066,125.9219971
2020/1/30,2,0,0,45.17300034,124.8229981
2020/1/30,2,0,0,42.896414,129.485902
2020/1/30,18,0,0,45.74269867,126.6460037
2020/1/30,3,0,0,47.34540176,123.9649963
2020/1/30,2,0,0,45.29629898,130.9519959
2020/1/30,1,0,0,47.34609985,130.2940063
2020/1/30,1,0,0,46.63779831,131.1569977
2020/1/30,7,0,0,46.59260178,125.026001
2020/1/30,8,0,0,46.80960083,130.3659973
2020/1/30,3,0,0,45.80739975,130.8789978
2020/1/30,2,0,0,44.58100128,129.5970001
2020/1/30,12,0,2,46.63800049,126.9830017
2020/1/30,2,0,0,51.991789,124.196104
2020/1/30,58,0,0,31.23019981,121.4599991
2020/1/30,4,0,0,31.227203,121.496072
2020/1/30,5,0,0,31.169152,121.446235
2020/1/30,6,0,0,31.213301,121.387616
2020/1/30,8,0,0,31.235381,121.454756
2020/1/30,4,0,0,31.282497,121.491919
2020/1/30,1,0,0,31.30451,121.535717
2020/1/30,5,0,0,31.00909996,121.4179993
2020/1/30,2,0,0,46.57889938,131.3999939
2020/1/30,2,0,0,31.3859005,121.25
2020/1/30,22,0,0,31.230895,121.638481
2020/1/30,1,0,0,30.90130043,121.1589966
2020/1/30,3,0,0,31.0095005,121.2279968
2020/1/30,2,0,0,31.130862,121.091425
2020/1/30,5,0,0,30.915122,121.560642
2020/1/30,25,0,0,32.05260086,118.7699966
2020/1/30,12,0,0,31.5746994,120.2979965
2020/1/30,20,0,0,34.26979828,117.1880035
2020/1/30,13,0,0,31.78280067,119.9530029
2020/1/30,32,2,0,31.31279945,120.6190033
2020/1/30,10,0,0,32.01050186,120.8550034
2020/1/30,9,0,0,34.60480118,119.1719971
2020/1/30,10,0,0,33.50289917,119.1419983
2020/1/30,8,0,0,33.38529968,120.1340027
2020/1/30,8,0,0,32.39139938,119.4380035
2020/1/30,2,0,0,32.20660019,119.4449997
2020/1/30,12,0,0,32.49599838,119.9120026
2020/1/30,7,0,0,33.95840073,118.2979965
2020/1/30,85,0,0,30.29409981,120.1689987
2020/1/30,46,0,0,29.86630058,121.5429993
2020/1/30,227,7,0,28.0182991,120.6539993
2020/1/30,16,0,0,30.76749992,120.7539978
2020/1/30,6,0,0,30.86499977,120.0999985
2020/1/30,23,0,0,30.00449944,120.5790024
2020/1/30,27,0,0,29.10470009,119.651001
2020/1/30,12,0,0,28.95680046,118.8679962
2020/1/30,7,1,0,30.01519966,122.1019974
2020/1/30,81,0,0,28.67250061,121.4479981
2020/1/30,7,1,0,28.44869995,119.9140015
2020/1/30,50,1,0,31.86450005,117.2770004
2020/1/30,14,0,0,31.33499908,118.362999
2020/1/30,15,0,0,32.94129944,117.362999
2020/1/30,6,0,0,32.61880112,117.0220032
2020/1/30,14,0,0,31.72529984,118.4830017
2020/1/30,2,0,0,33.97140121,116.7900009
2020/1/30,14,0,0,30.92350006,117.814003
2020/1/30,18,0,0,30.51230049,117.0350037
2020/1/30,6,0,0,30.15130043,116.1149979
2020/1/30,9,0,0,29.71570015,118.3099976
2020/1/30,4,0,0,32.31710052,118.3050003
2020/1/30,38,0,0,32.90319824,115.8099976
2020/1/30,10,0,0,33.64250183,116.9720001
2020/1/30,9,1,0,31.75469971,116.4950028
2020/1/30,20,1,0,33.87939835,115.7710037
2020/1/30,4,0,0,30.660019,117.494477
2020/1/30,4,0,0,30.951642,118.752096
2020/1/30,32,0,0,26.03650093,119.3180008
2020/1/30,13,0,0,24.45030022,118.086998
2020/1/30,22,0,0,25.43390083,119.012001
2020/1/30,10,0,0,26.21999931,117.6039963
2020/1/30,22,0,0,24.90950012,118.5899963
2020/1/30,8,0,0,24.51160049,117.6539993
2020/1/30,3,0,0,26.64209938,118.1699982
2020/1/30,1,0,0,25.10359955,117.0299988
2020/1/30,9,0,0,26.66110039,119.5179977
2020/1/30,67,1,0,28.67490005,115.8980026
2020/1/30,3,1,0,29.29070091,117.2109985
2020/1/30,8,1,0,27.63139915,113.8389969
2020/1/30,42,0,0,29.72240067,115.9860001
2020/1/30,28,2,0,27.80410004,114.9319992
2020/1/30,4,0,0,28.24110031,117.0329971
2020/1/30,27,0,0,25.84690094,114.9329987
2020/1/30,8,1,0,27.10320091,114.9720001
2020/1/30,26,0,0,27.7942009,114.3759994
2020/1/30,15,0,0,27.954545,116.360919
2020/1/30,12,1,0,28.45070076,117.9649963
2020/1/30,16,0,0,36.65029907,117.0019989
2020/1/30,21,1,0,36.0788002,120.3470001
2020/1/30,8,0,0,36.79230118,118.0589981
2020/1/30,9,0,0,34.87260056,117.5599976
2020/1/30,18,0,0,37.53419876,121.3799973
2020/1/30,8,0,0,36.70289993,119.1070023
2020/1/30,8,0,0,35.41059875,116.5780029
2020/1/30,3,0,0,36.18920135,117.1279984
2020/1/30,19,0,0,37.50109863,122.1090012
2020/1/30,9,0,0,35.3932991,119.5469971
2020/1/30,20,0,0,35.07170105,118.3420029
2020/1/30,16,1,0,37.45190048,116.288002
2020/1/30,7,0,0,36.44789886,115.9889984
2020/1/30,9,0,0,37.36840057,118.0240021
2020/1/30,7,0,0,35.25040054,115.4449997
2020/1/30,2,0,0,34.157184,113.486804
2020/1/30,50,0,0,34.7582016,113.6419983
2020/1/30,6,0,0,34.78559875,114.3440018
2020/1/30,3,0,0,34.66550064,112.3830032
2020/1/30,10,0,0,33.74769974,113.3010025
2020/1/30,20,0,0,36.0984993,114.3460007
2020/1/30,1,0,0,35.58169937,114.5110016
2020/1/30,6,0,0,35.90430069,114.1740036
2020/1/30,15,0,0,35.31010056,113.8690033
2020/1/30,1,0,0,35.19850159,114.6829987
2020/1/30,2,0,0,35.25130081,113.2229996
2020/1/30,3,0,0,35.75450134,115.0059967
2020/1/30,8,0,0,34.03150177,113.8199997
2020/1/30,13,0,0,33.57360077,114.0410004
2020/1/30,6,0,0,34.7818985,111.1949997
2020/1/30,61,0,1,33.00180054,112.5360031
2020/1/30,27,0,0,34.44779968,115.6470032
2020/1/30,4,0,0,33.9396019,116.3649979
2020/1/30,49,0,0,32.13119888,114.0699997
2020/1/30,36,0,0,33.62960052,114.6360016
2020/1/30,30,0,0,32.97629929,114.0350037
2020/1/30,2639,0,159,30.58510017,114.2750015
2020/1/30,168,0,1,30.21240044,115.0770035
2020/1/30,150,0,0,32.65679932,110.7850037
2020/1/30,167,0,1,30.70429993,111.288002
2020/1/30,286,0,0,32.229169,112.250093
2020/1/30,189,0,6,30.40279961,114.8799973
2020/1/30,227,0,5,31.02879906,112.1989975
2020/1/30,541,0,9,30.92630005,113.9110031
2020/1/30,221,0,3,30.332591,112.241866
2020/1/30,573,0,12,30.446109,114.906618
2020/1/30,166,0,0,29.89249992,114.2720032
2020/1/30,228,0,0,31.71520042,113.3700028
2020/1/30,75,0,0,30.308978,109.517433
2020/1/30,90,0,1,30.37179947,113.4530029
2020/1/30,12,0,1,30.42099953,112.8929977
2020/1/30,67,0,6,30.65629959,113.1650009
2020/1/30,7,0,0,31.75440025,110.677002
2020/1/30,68,1,0,28.19820023,112.9789963
2020/1/30,19,0,0,27.85250092,113.1500015
2020/1/30,10,0,0,27.87269974,112.9120026
2020/1/30,25,0,0,26.90159988,112.5970001
2020/1/30,36,0,0,27.2493,111.4749985
2020/1/30,37,0,0,29.37129974,113.0979996
2020/1/30,37,0,0,29.03479958,111.6920013
2020/1/30,1,0,0,29.124889,110.48162
2020/1/30,20,0,0,28.5977993,112.3359985
2020/1/30,12,1,0,25.80270004,113.026001
2020/1/30,16,0,0,26.21030045,111.612999
2020/1/30,26,0,0,27.54710007,109.9570007
2020/1/30,20,0,0,27.74180031,111.9929962
2020/1/30,5,0,0,28.317951,109.745746
2020/1/30,106,0,0,23.1345005,113.2570038
2020/1/30,4,0,0,24.81010056,113.6039963
2020/1/30,110,2,0,22.55290031,114.1110001
2020/1/30,26,0,0,22.27249908,113.5719986
2020/1/30,12,0,0,23.36380005,116.6829987
2020/1/30,32,0,0,23.0345993,113.1159973
2020/1/30,1,0,0,22.58930016,113.086998
2020/1/30,11,0,0,21.19470024,110.4029999
2020/1/30,3,0,0,21.67289925,110.8929977
2020/1/30,6,0,0,23.05809975,112.4520035
2020/1/30,17,0,0,23.09020042,114.3899994
2020/1/30,5,0,0,24.31570053,116.1110001
2020/1/30,3,0,0,22.77129936,115.3600006
2020/1/30,1,0,0,23.73670006,114.6920013
2020/1/30,10,0,0,21.84519958,111.9589996
2020/1/30,6,0,0,23.72060013,113.0230026
2020/1/30,16,0,0,23.04649925,113.75
2020/1/30,18,0,0,22.52569962,113.3740006
2020/1/30,6,0,0,23.5428009,116.3499985
2020/1/30,16,0,0,22.80599976,108.3119965
2020/1/30,11,0,0,24.30990028,109.4049988
2020/1/30,18,0,0,25.28000069,110.2870026
2020/1/30,4,1,0,23.48679924,111.3089981
2020/1/30,17,0,0,21.47909927,109.1220017
2020/1/30,7,1,0,21.76880074,108.3570023
2020/1/30,1,0,0,21.95129967,108.6149979
2020/1/30,4,0,0,22.63190079,110.1460037
2020/1/30,2,0,0,23.90439987,106.6119995
2020/1/30,1,0,0,24.41720009,111.5350037
2020/1/30,6,0,0,24.69400024,108.0500031
2020/1/30,9,0,0,20.03359985,110.3399963
2020/1/30,14,0,0,18.23769951,109.5139999
2020/1/30,5,0,0,19.180501,109.733755
2020/1/30,4,0,0,19.24670029,110.4629974
2020/1/30,8,0,0,18.80039978,110.4079971
2020/1/30,1,0,0,19.09700012,108.6330032
2020/1/30,1,0,0,19.70219994,110.3180008
2020/1/30,2,0,0,19.74080086,110.0139999
2020/1/30,1,0,0,19.91790009,109.6869965
2020/1/30,1,0,0,19.25839996,109.0490036
2020/1/30,2,0,0,18.50510025,110.0339966
2020/1/30,1,0,0,19.04770088,109.8399963
2020/1/30,9,0,0,29.59049988,106.4449997
2020/1/30,28,0,0,30.8132,108.3740006
2020/1/30,1,0,0,29.70280075,107.3909988
2020/1/30,5,0,0,29.555236,106.546967
2020/1/30,6,0,0,29.48600006,106.4850006
2020/1/30,8,0,0,29.966392,121.493299
2020/1/30,8,0,0,29.52610016,106.5059967
2020/1/30,3,0,0,29.541515,106.667178
2020/1/30,4,0,0,29.59049988,106.4449997
2020/1/30,4,0,0,29.59049988,106.4449997
2020/1/30,10,0,0,29.816264,106.753799
2020/1/30,1,0,0,29.378028,106.758274
2020/1/30,2,0,0,29.52619934,108.7839966
2020/1/30,8,0,0,29.960491,107.146615
2020/1/30,3,0,0,29.59049988,106.4449997
2020/1/30,6,0,0,29.59049988,106.4449997
2020/1/30,3,0,0,29.59049988,106.4449997
2020/1/30,6,0,0,29.59049988,106.4449997
2020/1/30,2,0,0,29.59049988,106.4449997
2020/1/30,2,0,0,29.59049988,106.4449997
2020/1/30,1,0,0,29.59049988,106.4449997
2020/1/30,16,0,0,29.59049988,106.4449997
2020/1/30,2,0,0,29.59049988,106.4449997
2020/1/30,1,0,0,29.59049988,106.4449997
2020/1/30,1,0,0,31.95019913,108.6699982
2020/1/30,3,0,0,29.88750076,107.7149963
2020/1/30,8,0,0,30.32379913,107.3570023
2020/1/30,12,0,0,30.29859924,108.0319977
2020/1/30,15,0,0,30.96689987,108.8919983
2020/1/30,5,0,0,31.05480003,109.5250015
2020/1/30,6,1,0,31.08139992,109.8889999
2020/1/30,9,0,0,31.40620041,109.6230011
2020/1/30,7,0,0,29.99279976,108.1190033
2020/1/30,1,0,0,28.45030022,108.987999
2020/1/30,69,0,0,30.65049934,104.0780029
2020/1/30,9,0,0,29.37039948,104.776001
2020/1/30,1,0,0,26.55450058,101.6979981
2020/1/30,5,0,0,28.88439941,105.4369965
2020/1/30,7,0,0,31.13249969,104.3909988
2020/1/30,11,0,0,31.45910072,104.75
2020/1/30,2,0,0,32.44400024,105.8330002
2020/1/30,5,0,0,30.50399971,105.5699997
2020/1/30,6,0,0,29.5807991,105.0540008
2020/1/30,2,0,0,29.57069969,103.7519989
2020/1/30,11,0,0,30.79910088,106.0810013
2020/1/30,2,0,0,30.05060005,103.8320007
2020/1/30,7,0,0,28.77490044,104.6169968
2020/1/30,13,0,0,30.463984,106.63572
2020/1/30,8,0,0,31.214199,107.494973
2020/1/30,3,0,0,29.98559952,102.9850006
2020/1/30,5,0,0,31.84910011,106.7549973
2020/1/30,2,0,0,30.12269974,104.6500015
2020/1/30,1,0,0,31.905763,102.228565
2020/1/30,5,0,0,30.055144,101.969232
2020/1/30,3,0,0,27.892393,102.259591
2020/1/30,1,1,0,26.58069992,106.7089996
2020/1/30,4,0,0,26.57749939,104.8740006
2020/1/30,1,0,0,27.69560051,106.9319992
2020/1/30,1,0,0,27.30809975,105.2839966
2020/1/30,2,0,0,27.72249985,109.1930008
2020/1/30,1,0,0,25.126424,104.923988
2020/1/30,1,0,0,26.583992,107.985353
2020/1/30,4,0,0,26.264536,107.523205
2020/1/30,24,0,0,25.04579926,102.7109985
2020/1/30,5,0,0,25.49580002,103.7969971
2020/1/30,6,0,0,24.35540009,102.5370026
2020/1/30,6,0,0,25.11240005,99.16699982
2020/1/30,4,0,0,27.34329987,103.7149963
2020/1/30,6,0,0,26.87459946,100.2360001
2020/1/30,4,0,0,22.788778,100.980058
2020/1/30,4,0,0,23.367718,103.384065
2020/1/30,12,0,0,22.009433,100.803038
2020/1/30,6,0,0,25.5969,100.223675
2020/1/30,3,0,0,24.439064,98.589434
2020/1/30,1,0,0,29.65239906,91.13430023
2020/1/30,32,0,0,34.26679993,108.9449997
2020/1/30,5,0,0,35.07640076,109.0589981
2020/1/30,4,0,0,34.38209915,107.1409988
2020/1/30,6,0,0,34.33919907,108.7099991
2020/1/30,5,0,0,34.50320053,109.5019989
2020/1/30,1,0,0,35.46609879,110.4380035
2020/1/30,7,0,0,36.59199905,109.4700012
2020/1/30,11,0,0,33.07659912,107.0360031
2020/1/30,1,0,0,38.29499817,109.7539978
2020/1/30,13,0,0,32.69380188,109.0270004
2020/1/30,2,0,0,33.873907,109.934208
2020/1/30,15,0,0,36.04729843,103.8470001
2020/1/30,1,0,0,38.49209976,102.1660004
2020/1/30,1,0,0,36.54650116,104.1740036
2020/1/30,2,0,0,34.58570099,105.7170029
2020/1/30,2,0,0,38.9333992,100.449997
2020/1/30,1,0,0,35.53609848,106.685997
2020/1/30,2,0,0,35.57529831,104.6210022
2020/1/30,3,0,0,33.408068,104.929153
2020/1/30,2,0,0,35.598514,103.215249
2020/1/30,8,0,0,36.60910034,101.7839966
2020/1/30,1,0,0,37.321323,106.155481
2020/1/30,11,0,0,38.46730042,106.2740021
2020/1/30,5,0,0,37.98649979,106.1959992
2020/1/30,2,0,0,36.021523,106.285268
2020/1/30,2,0,0,37.507532,105.204143
2020/1/30,1,0,0,43.79119873,87.60379791
2020/1/30,1,0,0,43.79119873,87.60379791
2020/1/30,8,0,0,43.79119873,87.60379791
2020/1/30,1,0,0,43.79119873,87.60379791
2020/1/30,1,0,0,41.171731,80.269846
2020/1/30,5,0,0,43.928124,81.297854
2020/1/30,9,0,0,23.941928,120.997639
2020/1/30,10,0,0,22.293586,114.186124
2020/1/30,7,0,0,22.204118,113.557519
2020/1/31,11,0,0,39.93170166,116.3690033
2020/1/31,3,0,0,39.938574,116.421885
2020/1/31,17,0,0,39.92,116.37319
2020/1/31,27,0,0,39.91479874,116.4449997
2020/1/31,12,0,0,39.84970093,116.2850037
2020/1/31,3,0,0,39.92110062,116.163002
2020/1/31,35,0,0,39.98360062,116.3010025
2020/1/31,1,0,0,39.93600082,116.0930023
2020/1/31,13,0,0,39.90620041,116.6589966
2020/1/31,2,0,0,40.12779999,116.6419983
2020/1/31,12,0,0,40.221724,116.216456
2020/1/31,19,0,0,39.65279,116.425195
2020/1/31,1,0,0,40.638139,116.593408
2020/1/31,4,0,0,39.1371994,117.1880035
2020/1/31,3,0,0,39.124809,117.202814
2020/1/31,5,0,0,39.126626,117.261693
2020/1/31,3,0,0,39.084494,117.236165
2020/1/31,2,0,0,39.116987,117.162728
2020/1/31,8,0,0,39.173149,117.220297
2020/1/31,2,0,0,39.170621,117.162217
2020/1/31,2,0,0,39.035065,117.126201
2020/1/31,2,0,0,39.010313,117.71682
2020/1/31,1,0,0,39.1371994,117.1880035
2020/1/31,12,0,0,38.04299927,114.4889984
2020/1/31,8,0,0,39.6208992,118.1930008
2020/1/31,1,0,0,39.92610168,119.5960007
2020/1/31,10,0,0,36.59370041,114.4729996
2020/1/31,10,0,0,37.0666008,114.4950028
2020/1/31,11,0,0,38.85599899,115.5029984
2020/1/31,8,0,0,40.79159927,114.887001
2020/1/31,2,0,0,40.96609879,117.9209976
2020/1/31,19,0,1,38.30929947,116.862999
2020/1/31,11,0,0,39.51929855,116.6930008
2020/1/31,4,0,0,37.72639847,115.7060013
2020/1/31,4,1,0,37.87400055,112.5650024
2020/1/31,6,0,0,40.09320068,113.2969971
2020/1/31,1,0,0,37.86130142,113.5729981
2020/1/31,3,0,0,36.18379974,113.1039963
2020/1/31,2,0,0,35.50450134,112.8399963
2020/1/31,3,0,0,39.3083992,112.4219971
2020/1/31,11,0,0,37.693362,112.738514
2020/1/31,10,0,0,35.01459885,110.9940033
2020/1/31,1,0,0,38.3987999,112.7320023
2020/1/31,1,0,0,36.07830048,111.5159988
2020/1/31,5,0,0,37.525415,111.1424
2020/1/31,1,0,0,43.468238,114.415868
2020/1/31,2,0,0,40.81579971,111.6650009
2020/1/31,3,0,0,40.66080093,109.7490006
2020/1/31,2,0,0,42.26929855,118.9530029
2020/1/31,1,0,0,43.61119843,122.2610016
2020/1/31,5,0,0,39.81649,109.993706
2020/1/31,2,1,0,49.201636,119.760822
2020/1/31,3,0,0,40.751107,107.3967
2020/1/31,2,0,0,41.001186,113.131419
2020/1/31,1,0,0,46.083757,122.048167
2020/1/31,2,0,0,43.939705,116.02734
2020/1/31,13,0,0,41.78850174,123.4209976
2020/1/31,8,1,0,38.91239929,121.5910034
2020/1/31,1,0,0,41.18529892,123.0220032
2020/1/31,3,0,0,41.29040146,123.7649994
2020/1/31,5,0,0,40.13570023,124.3850021
2020/1/31,7,0,0,41.11320114,121.1360016
2020/1/31,1,0,0,40.66899872,122.2279968
2020/1/31,1,0,0,42.00960159,121.6490021
2020/1/31,1,0,0,41.26610184,123.1689987
2020/1/31,7,0,0,41.12110138,122.0709992
2020/1/31,2,0,0,42.29579926,123.848999
2020/1/31,6,0,0,41.58039856,120.4520035
2020/1/31,5,0,0,40.75630188,120.8499985
2020/1/31,6,1,0,43.88479996,125.3099976
2020/1/31,3,0,0,43.90810013,126.5670013
2020/1/31,1,0,0,43.16740036,124.3759994
2020/1/31,1,0,0,43.51039886,124.802002
2020/1/31,1,0,0,41.72380066,125.9219971
2020/1/31,2,0,0,45.17300034,124.8229981
2020/1/31,2,0,0,42.896414,129.485902
2020/1/31,25,0,0,45.74269867,126.6460037
2020/1/31,3,0,0,47.34540176,123.9649963
2020/1/31,4,0,0,45.29629898,130.9519959
2020/1/31,1,0,0,47.34609985,130.2940063
2020/1/31,2,0,0,46.63779831,131.1569977
2020/1/31,8,0,0,46.59260178,125.026001
2020/1/31,11,0,0,46.80960083,130.3659973
2020/1/31,5,0,0,45.80739975,130.8789978
2020/1/31,6,0,0,44.58100128,129.5970001
2020/1/31,13,0,2,46.63800049,126.9830017
2020/1/31,2,0,0,51.991789,124.196104
2020/1/31,68,0,0,31.23019981,121.4599991
2020/1/31,5,0,0,31.227203,121.496072
2020/1/31,5,0,0,31.169152,121.446235
2020/1/31,6,0,0,31.213301,121.387616
2020/1/31,8,0,0,31.235381,121.454756
2020/1/31,2,0,0,29.95159912,122.2939987
2020/1/31,5,0,0,31.282497,121.491919
2020/1/31,2,0,0,31.30451,121.535717
2020/1/31,7,0,0,31.00909996,121.4179993
2020/1/31,5,0,0,46.57889938,131.3999939
2020/1/31,2,0,0,31.3859005,121.25
2020/1/31,27,0,0,31.230895,121.638481
2020/1/31,1,0,0,30.90130043,121.1589966
2020/1/31,3,0,0,31.0095005,121.2279968
2020/1/31,2,0,0,31.130862,121.091425
2020/1/31,5,0,0,30.915122,121.560642
2020/1/31,28,2,0,32.05260086,118.7699966
2020/1/31,13,0,0,31.5746994,120.2979965
2020/1/31,23,0,0,34.26979828,117.1880035
2020/1/31,14,0,0,31.78280067,119.9530029
2020/1/31,34,2,0,31.31279945,120.6190033
2020/1/31,12,0,0,32.01050186,120.8550034
2020/1/31,13,1,0,34.60480118,119.1719971
2020/1/31,12,0,0,33.50289917,119.1419983
2020/1/31,13,0,0,33.38529968,120.1340027
2020/1/31,13,0,0,32.39139938,119.4380035
2020/1/31,2,0,0,32.20660019,119.4449997
2020/1/31,17,0,0,32.49599838,119.9120026
2020/1/31,8,0,0,33.95840073,118.2979965
2020/1/31,98,0,0,30.29409981,120.1689987
2020/1/31,55,1,0,29.86630058,121.5429993
2020/1/31,241,8,0,28.0182991,120.6539993
2020/1/31,18,0,0,30.76749992,120.7539978
2020/1/31,6,0,0,30.86499977,120.0999985
2020/1/31,24,0,0,30.00449944,120.5790024
2020/1/31,34,3,0,29.10470009,119.651001
2020/1/31,13,0,0,28.95680046,118.8679962
2020/1/31,7,1,0,30.01519966,122.1019974
2020/1/31,95,1,0,28.67250061,121.4479981
2020/1/31,8,1,0,28.44869995,119.9140015
2020/1/31,59,1,0,31.86450005,117.2770004
2020/1/31,15,0,0,31.33499908,118.362999
2020/1/31,16,0,0,32.94129944,117.362999
2020/1/31,6,0,0,32.61880112,117.0220032
2020/1/31,22,0,0,31.72529984,118.4830017
2020/1/31,6,0,0,33.97140121,116.7900009
2020/1/31,16,0,0,30.92350006,117.814003
2020/1/31,37,0,0,30.51230049,117.0350037
2020/1/31,6,0,0,30.15130043,116.1149979
2020/1/31,9,0,0,29.71570015,118.3099976
2020/1/31,6,0,0,32.31710052,118.3050003
2020/1/31,47,0,0,32.90319824,115.8099976
2020/1/31,12,0,0,33.64250183,116.9720001
2020/1/31,13,1,0,31.75469971,116.4950028
2020/1/31,25,1,0,33.87939835,115.7710037
2020/1/31,4,0,0,30.660019,117.494477
2020/1/31,4,0,0,30.951642,118.752096
2020/1/31,39,0,0,26.03650093,119.3180008
2020/1/31,17,0,0,24.45030022,118.086998
2020/1/31,25,0,0,25.43390083,119.012001
2020/1/31,10,0,0,26.21999931,117.6039963
2020/1/31,24,0,0,24.90950012,118.5899963
2020/1/31,11,0,0,24.51160049,117.6539993
2020/1/31,8,0,0,26.64209938,118.1699982
2020/1/31,1,0,0,25.10359955,117.0299988
2020/1/31,9,0,0,26.66110039,119.5179977
2020/1/31,83,1,0,28.67490005,115.8980026
2020/1/31,3,1,0,29.29070091,117.2109985
2020/1/31,9,1,0,27.63139915,113.8389969
2020/1/31,43,0,0,29.72240067,115.9860001
2020/1/31,40,2,0,27.80410004,114.9319992
2020/1/31,4,0,0,28.24110031,117.0329971
2020/1/31,30,1,0,25.84690094,114.9329987
2020/1/31,11,1,0,27.10320091,114.9720001
2020/1/31,29,1,0,27.7942009,114.3759994
2020/1/31,18,0,0,27.954545,116.360919
2020/1/31,16,1,0,28.45070076,117.9649963
2020/1/31,18,0,0,36.65029907,117.0019989
2020/1/31,21,1,0,36.0788002,120.3470001
2020/1/31,10,0,0,36.79230118,118.0589981
2020/1/31,11,0,0,34.87260056,117.5599976
2020/1/31,20,0,0,37.53419876,121.3799973
2020/1/31,9,0,0,36.70289993,119.1070023
2020/1/31,10,0,0,35.41059875,116.5780029
2020/1/31,5,0,0,36.18920135,117.1279984
2020/1/31,24,0,0,37.50109863,122.1090012
2020/1/31,10,0,0,35.3932991,119.5469971
2020/1/31,23,0,0,35.07170105,118.3420029
2020/1/31,17,1,0,37.45190048,116.288002
2020/1/31,7,0,0,36.44789886,115.9889984
2020/1/31,9,0,0,37.36840057,118.0240021
2020/1/31,8,0,0,35.25040054,115.4449997
2020/1/31,2,0,0,34.157184,113.486804
2020/1/31,56,0,0,34.7582016,113.6419983
2020/1/31,8,0,0,34.78559875,114.3440018
2020/1/31,5,0,0,34.66550064,112.3830032
2020/1/31,11,0,0,33.74769974,113.3010025
2020/1/31,24,0,0,36.0984993,114.3460007
2020/1/31,1,0,0,35.58169937,114.5110016
2020/1/31,6,0,0,35.90430069,114.1740036
2020/1/31,21,0,0,35.31010056,113.8690033
2020/1/31,1,0,0,35.19850159,114.6829987
2020/1/31,2,0,0,35.25130081,113.2229996
2020/1/31,3,0,0,35.75450134,115.0059967
2020/1/31,12,0,0,34.03150177,113.8199997
2020/1/31,14,0,0,33.57360077,114.0410004
2020/1/31,7,0,0,34.7818985,111.1949997
2020/1/31,66,0,1,33.00180054,112.5360031
2020/1/31,29,0,0,34.44779968,115.6470032
2020/1/31,7,0,0,33.9396019,116.3649979
